,budget,tconst,poster_path,production_countries,revenue,status,production_companies_name,production_companies_country,Unnamed: 0,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,nconst,category,characters,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title,genre,director_principal
62873,5000000,tt5247022,/AuJ1ZlfqwuAr9H5Qr1U9KILylse.jpg,"['DE', 'US', 'FR']",2152738,Released,"['Inkjet Productions', 'Amazon Studios', 'Animal Kingdom', 'K5 International', 'Le Pacte']","['', 'US', 'US', 'DE', 'FR']",43398,movie,Paterson,0,2016-01-01,118,"Comedy,Drama,Romance",7.3,84397,nm0000464,nm0000464,director,unknown,Jim Jarmusch,1953-01-01,,"director,writer,actor","tt0412019,tt0088184,tt1714915,tt5247022",Paterson,Comedy,Jim Jarmusch
62883,26000000,tt4535650,/pYgPu6hhOr61knwbestTx4vSdMb.jpg,['IN'],61000000,Released,"['Red Chillies Entertainment', 'Rohit Shetty Productionz']","['IN', 'IN']",66257,movie,Dilwale,0,2015-01-01,158,"Action,Comedy,Drama",5.0,36283,nm1460159,nm0451321,actor,"[""Raj"",""Kaali""]",Shah Rukh Khan,1965-01-01,,"actor,producer,soundtrack","tt2176013,tt1188996,tt1285241,tt0238936",Dilwale,Action,Rohit Shetty
62893,0,tt5073620,/nTGbq37hYLuNy7YgMg0gVLma0NS.jpg,['CA'],33673,Released,['Serendipity Point Films'],['CA'],83825,movie,Below Her Mouth,0,2016-01-01,94,"Drama,Romance",5.5,13228,nm0611983,nm1534287,actress,"[""Joslyn""]",Mayko Nguyen,1980-01-01,,actress,"tt0388285,tt5397194,tt3952222,tt0429422",Below Her Mouth,Drama,April Mullen
62902,59000000,tt2296777,/wqnzpJR3PwS4doVkAkt9seSEpoX.jpg,"['GB', 'US']",90497778,Released,"['Rocket Pictures', 'Paramount Animation', 'Metro-Goldwyn-Mayer']","['GB', 'US', 'US']",48360,movie,Sherlock Gnomes,0,2018-01-01,86,"Adventure,Animation,Comedy",5.2,13095,nm0828970,nm0000136,actor,"[""Sherlock Gnomes""]",Johnny Depp,1963-01-01,,"actor,producer,soundtrack","tt0325980,tt0383574,tt0408236,tt0449088",Gnomeo & Juliet 2: Sherlock Gnomes,Adventure,John Stevenson
62912,250000000,tt2382320,/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,"['GB', 'US']",774153007,Released,"['Eon Productions', 'Metro-Goldwyn-Mayer', 'Universal Pictures']","['GB', 'US', 'US']",40040,movie,No Time to Die,0,2021-01-01,163,"Action,Adventure,Thriller",7.3,414415,nm1560977,nm0933865,producer,unknown,Michael G. Wilson,1942-01-01,,"writer,producer,actor","tt0082398,tt0097742,tt0120347,tt1074638",Mourir peut attendre,Action,Cary Joji Fukunaga
62922,0,tt5440700,/f6BhexotEqO3GejXa3FopBNGL6M.jpg,['IN'],26000000,Released,['V Creations'],['IN'],83974,movie,Theri,0,2016-01-01,157,"Action,Crime,Thriller",7.3,21371,nm5961051,nm0897201,actor,"[""Vijayakumar"",""Joseph Kuruvila"",""Dharmeshwar""]",Joseph Vijay,1974-01-01,,"actor,music_department,soundtrack","tt6485666,tt3801314,tt2187153,tt10579952",Theri - L'étincelle,Action,Atlee
62931,70000000,tt1213641,/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,['US'],105713218,Released,"['DreamWorks Pictures', 'Temple Hill Entertainment', 'Universal Pictures', 'Amblin Entertainment', 'Phantasma Films']","['US', 'US', 'US', 'US', 'US']",79323,movie,First Man,0,2018-01-01,141,"Biography,Drama,History",7.3,192790,nm3227090,nm0331516,actor,"[""Neil Armstrong""]",Ryan Gosling,1980-01-01,,"actor,soundtrack,producer","tt1120985,tt0780504,tt1856101,tt3783958",First Man: Le Premier Homme sur la Lune,Biography,Damien Chazelle
62941,0,tt5195412,/1SOw7s1g429ZnbJyKxGIXalSywR.jpg,['US'],798214,Released,"['Mockingbird Pictures', 'Dominion Pictures']","['US', 'US']",40665,movie,Wakefield,0,2016-01-01,106,Drama,6.3,17380,nm0842523,nm0230039,writer,unknown,E.L. Doctorow,1931-01-01,2015-01-01,"writer,actor,producer","tt0101453,tt0082970,tt0085398,tt5195412",Wakefield,Drama,Robin Swicord
62951,85000000,tt3640424,/5JlOrfXqKuaLuoTnmIPdQF1Nci2.jpg,"['GB', 'US']",119520023,Released,"['Paramount', 'GK Films', 'ImageMovers', 'Huahua Media']","['US', 'GB', 'US', 'CN']",35179,movie,Allied,0,2016-01-01,124,"Action,Drama,Romance",7.1,161461,nm0000709,nm0000709,director,unknown,Robert Zemeckis,1952-01-01,,"producer,writer,director","tt0088763,tt1907668,tt0118884,tt0109830",Alliés,Action,Robert Zemeckis
62960,4000000,tt3544112,/sUWpVlrvzU2SJbnVZqIeKulPKwk.jpg,"['US', 'GB', 'IE']",13624522,Released,"['Cosmo Film', 'Filmwave Pictures', 'Distressed Films', 'FilmNation Entertainment', 'Likely Story', 'PalmStar Media']","['DK', '', '', 'US', 'US', 'US']",62745,movie,Sing Street,0,2016-01-01,106,"Comedy,Drama,Music",7.9,96747,nm0138809,nm0448204,actress,"[""Penny""]",Maria Doyle Kennedy,1964-01-01,,"actress,soundtrack,director","tt2234222,tt0101605,tt0758790,tt0773262",Sing Street,Comedy,John Carney
62969,0,tt4733640,/u9NnEq4Be7hhwSvkNf6dOAD8ppi.jpg,['GB'],2225698,Released,"['Number 9 Films', 'New Sparta Films', 'HanWay Films']","['GB', 'GB', 'GB']",75916,movie,The Limehouse Golem,0,2016-01-01,109,"Crime,Mystery,Thriller",6.3,22278,nm0575726,nm0439563,producer,unknown,Elizabeth Karlsen,,,"producer,production_manager,assistant_director","tt1531901,tt0104036,tt3312830,tt2402927","Golem, le tueur de Londres",Crime,Juan Carlos Medina
62979,25000000,tt4622512,/fWy0A3VojTCb0S2MKtEJjpquubF.jpg,"['GB', 'US']",12638526,Released,"['Fox Searchlight Pictures', 'Decibel Films', 'Cloud Eight Films', 'Ingenious Media']","['US', '', 'GB', 'GB']",69622,movie,Battle of the Sexes,0,2017-01-01,121,"Biography,Comedy,Drama",6.7,57166,"nm0206760,nm0267512",nm0000965,producer,unknown,Danny Boyle,1956-01-01,,"director,producer,actor","tt0111149,tt1010048,tt0289043,tt1542344",Battle of the Sexes,Biography,Jonathan Dayton
62989,9900000,tt3352390,/8sc2FXCczMd4lb8j5YiT0S6aQiO.jpg,"['DE', 'ZA']",10975390,Released,"['Wiedemann & Berg Film', 'Seven Pictures', 'Two Oceans Production (TOP)']","['DE', 'DE', '']",82212,movie,Friend Request,0,2016-01-01,92,"Horror,Mystery,Thriller",5.2,26973,nm0894207,nm0608440,actor,"[""Tyler""]",William Moseley,1987-01-01,,"actor,writer","tt0980970,tt0499448,tt0363771,tt3597912",Friend Request,Horror,Simon Verhoeven
62999,0,tt5173032,/3FHmgpH9K8wNP1bWJM2U6lfkHHt.jpg,['US'],73121,Released,"['Gamechanger Films', 'Snowfort Pictures', 'Everything Is Everything']","['US', 'US', '']",78991,movie,Buster's Mal Heart,0,2016-01-01,96,"Crime,Drama,Mystery",6.1,11335,nm2262138,nm0702809,actor,"[""The Last Free Man""]",DJ Qualls,1978-01-01,,"actor,producer,soundtrack","tt0215129,tt0298814,tt0241760,tt0410097",Buster's Mal Heart,Crime,Sarah Adina Smith
63008,0,tt4728338,/x5o8vK2BJlXU8qtgNoNNIObJ1rw.jpg,['TR'],0,Released,[],[],79919,movie,Ali Baba and the Seven Dwarfs,0,2015-01-01,114,"Action,Comedy,Drama",5.6,20568,nm0948000,nm0948000,actor,"[""Ali Senay"",""Boris Mancov""]",Cem Yilmaz,1973-01-01,,"actor,writer,director","tt0384116,tt1286126,tt1668191,tt0827503",Ali Baba et les 7 Nains,Action,Cem Yilmaz
63017,0,tt3686998,/26V1JWowe0X6VT07tLXR0RF2PpL.jpg,['US'],0,Released,['Jaye Bird Productions'],['US'],89023,movie,The Red Pill,0,2016-01-01,108,Documentary,8.0,11696,nm1787884,nm1787884,self,"[""Self""]",Cassie Jaye,1986-01-01,,"actress,director,producer","tt1323593,tt1571416,tt3686998",The Red Pill,Documentary,Cassie Jaye
63024,18700000,tt5071886,/4Lv06mGw6Lfw3HKHVCj7ssIckvA.jpg,['IN'],74000000,Released,['V Creations'],['IN'],62877,movie,Kabali,0,2016-01-01,153,"Action,Crime,Drama",6.1,13563,nm3163794,nm0707425,actor,"[""Kabali""]",Rajinikanth,1950-01-01,,"actor,writer,producer","tt5071886,tt0479751,tt0139876,tt1305797",Kabali,Action,Pa. Ranjith
63033,30000000,tt3922818,/lRBl9mfvUbZeaAyXoP09XwPOo0W.jpg,"['CN', 'US']",14793385,Released,"['Los Angeles Media Fund', 'Southpaw Entertainment', 'STX Entertainment', 'Scarlet Fire Entertainment', 'Huayi Brothers Pictures', 'Universal Pictures']","['US', 'US', 'US', 'US', 'CN', 'US']",54404,movie,The Space Between Us,0,2017-01-01,120,"Drama,Romance,Sci-Fi",6.4,54344,nm0155093,nm0000198,actor,"[""Nathaniel Shepherd""]",Gary Oldman,1958-01-01,,"actor,soundtrack,producer","tt0103874,tt4555426,tt0468569,tt1340800",Un Monde entre nous,Drama,Peter Chelsom
63042,36000000,tt2888046,/RTt4lgyTDI8JHMGbZGDDbcZmkM.jpg,"['CN', 'HK']",157029618,Released,"['Dreams Salon Entertainment Culture', 'Pegasus Motion Pictures', 'Starbright Communications', 'Golden Harvest Company', 'Henan Film & TV Production Group Henan Film Studio', 'Prosperity Pictures']","['', 'HK', '', 'HK', '', '']",67689,movie,Ip Man 3,0,2015-01-01,105,"Action,Biography,Drama",7.0,57331,nm0948159,nm0947447,actor,"[""Ip Man""]",Donnie Yen,1963-01-01,,"actor,stunts,producer","tt2076298,tt1220719,tt1386932,tt3748528",Ip Man 3,Action,Wilson Yip
63052,111000000,tt3411444,/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,['US'],295038508,Released,"['Blue Sky Studios', '20th Century Fox Animation', 'Davis Entertainment', '20th Century Fox']","['US', 'US', 'US', 'US']",77641,movie,Ferdinand,0,2017-01-01,108,"Adventure,Animation,Comedy",6.7,59616,nm0757858,nm0452235,writer,unknown,David Kidd,,,"producer,writer,actor","tt0137296,tt0192111,tt3411444,tt0443295",Ferdinand,Adventure,Carlos Saldanha
63062,1900000,tt3775086,/zvJPbyWflWHbHMHSdue1n4N69tC.jpg,['IT'],0,Released,"['Goon Films', 'RAI Cinema']","['IT', 'IT']",86516,movie,They Call Me Jeeg,0,2015-01-01,112,"Action,Comedy,Drama",7.0,15638,nm0537734,nm2554932,composer,unknown,Michele Braga,1977-01-01,,"composer,sound_department,soundtrack","tt6768578,tt3775086,tt10287954,tt7270808",On m'appelle Jeeg robot,Action,Gabriele Mainetti
63071,0,tt3702652,/z5HubVaGLp1EXQbEXhg6hbEYee9.jpg,"['GB', 'IN']",14332467,Released,"['Pindrop', 'Kriti Productions', 'Fugitive Studios', 'HireWorks', 'Lipsync Productions']","['', '', '', '', 'GB']",78594,movie,The Other Side of the Door,0,2016-01-01,96,"Horror,Thriller",5.3,18607,nm1266897,nm0005438,actor,"[""Michael""]",Jeremy Sisto,1974-01-01,,"actor,producer,writer","tt0295700,tt0328538,tt0112697,tt0303361",The Door,Horror,Johannes Roberts
63081,0,tt4370784,/8ZSPkyzq80jBVezRlC80kvV6QZr.jpg,"['BE', 'FR', 'PL']",1063893,Released,"['France 2 Cinéma', 'Mars Films', 'SCOPE Pictures', 'France 2', 'Aeroplan Film', 'NC+', 'Mandarin Cinéma']","['FR', 'FR', 'BE', 'FR', 'PL', 'PL', 'FR']",84768,movie,The Innocents,0,2016-01-01,115,"Drama,History",7.3,11207,nm0284774,nm0022969,producer,unknown,Eric Altmayer,,,"producer,actor,writer","tt4370784,tt2752200,tt1964624,tt10457128",Les Innocentes,Drama,Anne Fontaine
63091,60000000,tt3263904,/r09ivJ1GGh5WArqRViRYDQLrTVG.jpg,['US'],240797623,Released,"['Malpaso Productions', 'FilmNation Entertainment', 'Flashlight Films', 'Warner Bros. Pictures', 'RatPac Entertainment', 'The Kennedy/Marshall Company']","['US', 'US', 'US', 'US', 'US', 'US']",14663,movie,Sully,0,2016-01-01,96,"Biography,Drama",7.4,280718,nm0000142,nm0000142,director,unknown,Clint Eastwood,1930-01-01,,"actor,producer,director","tt0112579,tt1205489,tt0105695,tt0405159",Sully,Biography,Clint Eastwood
63101,9620000,tt4914580,/kHiBkgmMY8QJQo2r5yXRhJ7P7k.jpg,['KR'],53165427,Released,"['Harbin', 'Warner Bros. Korea', 'Dark Circle Pictures', 'Finecut', 'Warner Bros. Pictures']","['', 'KR', 'KR', 'KR', 'US']",79804,movie,The Age of Shadows,0,2016-01-01,140,"Action,History,Thriller",7.1,10428,nm0453518,nm0496932,actor,"[""Jung Chae-San""]",Lee Byung-hun,1970-01-01,,"actor,director,writer","tt0901487,tt0260991,tt0456912,tt1588170",The Age of Shadows,Action,Jee-woon Kim
63111,46000000,tt3405236,/zFYFUfnoXWxeA3n7v4acEqgk2iE.jpg,['IN'],0,Released,"['Red Chillies Entertainment', 'Excel Entertainment']","['IN', 'IN']",66237,movie,Raees,0,2017-01-01,143,"Action,Crime,Drama",6.6,47093,nm1194320,nm0451321,actor,"[""Raees""]",Shah Rukh Khan,1965-01-01,,"actor,producer,soundtrack","tt2176013,tt1188996,tt1285241,tt0238936",Raees,Action,Rahul Dholakia
63121,0,tt3335606,/qvJeDDYKlfvtYayfOj5sAUXxUju.jpg,['AU'],397783,Released,"['Photoplay Films', 'Screen Australia', 'Memento Films International', 'Film Victoria', 'Aquarius Films', 'Fulcrum Media Finance', 'DDP Studios']","['', 'AU', 'FR', 'AU', 'AU', '', '']",76470,movie,Berlin Syndrome,0,2017-01-01,116,"Drama,Horror,Mystery",6.3,26262,nm0795153,nm0352278,actor,"[""Erich Werner""]",Matthias Habich,1940-01-01,,actor,"tt0363163,tt0215750,tt3335606,tt0976051",Berlin Syndrome,Drama,Cate Shortland
63130,140000000,tt5095030,/2mnK5VtjzYRWvQB1zLhZWtAJwzk.jpg,['US'],622674139,Released,['Marvel Studios'],['US'],70118,movie,Ant-Man and the Wasp,0,2018-01-01,118,"Action,Adventure,Comedy",7.0,419359,nm0715636,nm0748620,actor,"[""Scott Lang"",""Ant-Man""]",Paul Rudd,1969-01-01,,"actor,producer,writer","tt5095030,tt0478970,tt1155056,tt1659337",Ant-Man et la Guêpe,Action,Peyton Reed
63140,23400000,tt3595298,/pCxT9c2E0YhzxsSkweVW2ELO3mS.jpg,['IN'],67000000,Released,"['Star Studios', 'Rajshri Productions']","['IN', 'IN']",61686,movie,Prem Ratan Dhan Payo,0,2015-01-01,164,"Action,Drama,Musical",4.4,22724,nm0054744,nm0006795,actor,"[""Prem Dilwale"",""Yuvraj Vijay Singh""]",Salman Khan,1965-01-01,,"producer,actor,soundtrack","tt2016894,tt1729637,tt4832640,tt3863552",Un trésor appelé Amour,Action,Sooraj R. Barjatya
63150,19500000,tt3735246,/a3kM4CBTSI4NC8KYeSRJCh55liV.jpg,['IN'],56000000,Released,"['Eros International', 'Bhansali Productions']","['IN', 'IN']",75966,movie,Bajirao Mastani,0,2015-01-01,158,"Action,Drama,History",7.2,36638,nm0080220,nm0080220,director,unknown,Sanjay Leela Bhansali,1963-01-01,,"producer,editor,writer","tt0375611,tt10083340,tt3735246,tt5935704",Bajirao Mastani,Action,Sanjay Leela Bhansali
63160,170000000,tt1745960,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,['US'],1488732821,Released,"['Skydance Media', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']","['US', 'US', 'US']",44054,movie,Top Gun: Maverick,0,2022-01-01,130,"Action,Drama",8.3,565207,nm2676052,nm0000129,actor,"[""Capt. Pete 'Maverick' Mitchell""]",Tom Cruise,1962-01-01,,"actor,producer,soundtrack","tt0325710,tt0116695,tt0092099,tt0120755",Top Gun: Maverick,Action,Joseph Kosinski
63170,20000000,tt1034415,/dzWTnkert9EoiPWldWJ15dnfAFl.jpg,"['IT', 'US']",6348889,Released,"['Muskat Filmed Properties', 'Amazon Studios', 'Frenesy Film', 'First Sun', 'MeMo Films', 'K Period Media', 'Mythology Entertainment', 'Vega Baby']","['US', 'US', 'IT', 'IT', 'IT', 'US', 'US', 'US']",20314,movie,Suspiria,0,2018-01-01,152,"Drama,Fantasy,Horror",6.7,83265,nm0345174,nm0000783,writer,unknown,Dario Argento,1940-01-01,,"writer,director,producer","tt0065143,tt0073582,tt0093677,tt0087909",Suspiria,Drama,Luca Guadagnino
63180,75000000,tt2709692,/1Bc9VNd9CIHIyJtPKFqSQzrXWru.jpg,['US'],508575295,Released,"['Illumination', 'Dr. Seuss Enterprises', 'Universal Animation Studios']","['US', '', 'US']",66591,movie,The Grinch,0,2018-01-01,85,"Animation,Comedy,Family",6.4,77459,"nm0155528,nm0608714",nm0842476,writer,unknown,Tommy Swerdlow,1962-01-01,,"actor,writer,director","tt0091225,tt0094862,tt0089886,tt3482000",Le Grinch,Animation,Yarrow Cheney
63190,10400000,tt5074352,/p2lVAcPuRPSO8Al6hDDGw0OgMi8.jpg,['IN'],311000000,Released,"['Aamir Khan Productions', 'Walt Disney Pictures', 'UTV Motion Pictures']","['IN', 'US', 'IN']",58567,movie,Dangal,0,2016-01-01,161,"Action,Biography,Drama",8.3,195769,nm4318159,nm0451148,actor,"[""Mahavir Singh Phogat""]",Aamir Khan,1965-01-01,,"actor,producer,soundtrack","tt0986264,tt5074352,tt0169102,tt2338151",Dangal,Action,Nitesh Tiwari
63200,0,tt2131532,/oiNc4aTeaUMVNkxL0UWnezmKJgM.jpg,['US'],0,Released,"['Primal Pictures', 'Warner Bros. Pictures']","['', 'US']",76140,movie,Hidden,0,2015-01-01,84,"Horror,Sci-Fi,Thriller",6.4,23112,"nm1819972,nm1819973",nm0432382,composer,unknown,David Julyan,,,"composer,music_department,soundtrack","tt0209144,tt1259521,tt0482571,tt0278504",Hidden,Horror,Matt Duffer
63210,15000000,tt5027774,/pZRhqJj0DBy4ghB7g6pU7MGHsWJ.jpg,"['GB', 'US']",160192031,Released,"['Blueprint Pictures', 'Cutting Edge Group', 'Fox Searchlight Pictures', 'Film4 Productions']","['GB', 'US', 'US', 'GB']",46788,movie,"Three Billboards Outside Ebbing, Missouri",0,2017-01-01,115,"Comedy,Crime,Drama",8.1,521730,nm1732981,nm0000531,actress,"[""Mildred""]",Frances McDormand,1957-01-01,,"actress,producer,soundtrack","tt5027774,tt0181875,tt1748122,tt0116282",3 Billboards: Les panneaux de la vengeance,Comedy,Martin McDonagh
63219,8000000,tt4061010,/e1ThQ0GGQ2IQ3bwSTR7mB406QV5.jpg,['US'],16458,Released,"['Gotham Group', 'Enderby Entertainment']","['US', '']",19491,movie,Blackway,0,2015-01-01,90,Thriller,5.3,10203,nm0019242,nm0000164,actor,"[""Lester""]",Anthony Hopkins,1937-01-01,,"actor,soundtrack,composer","tt0102926,tt0412080,tt0975645,tt0212985",Viens avec moi,Thriller,Daniel Alfredson
63229,0,tt3721954,/wu9RPdV0uEemFEewJQ6fWwJ9ZcU.jpg,"['IE', 'CA']",6170998,Released,"['Landscape Entertainment', 'Screen Door', 'Solo Productions', 'Storyscape Entertainment', 'H Is 4 Productions', 'Painted House Films', 'Rink Rat Productions', 'Small Shack Productions', 'Parallel Films']","['', 'CA', '', '', '', '', '', '', 'IE']",50143,movie,Maudie,0,2016-01-01,115,"Biography,Drama,Romance",7.6,19512,nm0909532,nm0000160,actor,"[""Everett Lewis""]",Ethan Hawke,1970-01-01,,"actor,producer,writer","tt0112471,tt0139654,tt0381681,tt2209418",Maudie,Biography,Aisling Walsh
63239,97600000,tt1950186,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,['US'],225508210,Released,"['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment', 'Turnpike Films']","['US', 'US', 'US', 'US']",858,movie,Ford v Ferrari,0,2019-01-01,152,"Action,Biography,Drama",8.1,411238,nm0003506,nm0003506,director,unknown,James Mangold,1963-01-01,,"producer,director,writer","tt0358273,tt0113280,tt1950186,tt3315342",Le Mans '66,Action,James Mangold
63249,15000000,tt3963816,/bAvmDn5C7arBoRrfaG3b3Kdue1q.jpg,['CA'],0,Released,"['Grindstone Entertainment Group', 'EFO Films', '4th Wall Entertainment', 'Highland Film Group', 'Lionsgate Home Entertainment']","['US', 'US', '', 'US', '']",55256,movie,Marauders,0,2016-01-01,107,"Action,Crime,Thriller",5.5,23069,nm1921345,nm0000246,actor,"[""Hubert""]",Bruce Willis,1955-01-01,,"actor,producer,soundtrack","tt0088571,tt0110912,tt0095016,tt0167404",Marauders,Action,Steven C. Miller
63259,0,tt4267026,/3KFJWmfUY1aBF97CCKOFoEz8KqQ.jpg,['US'],0,Released,['Cognetti Films'],[''],89110,movie,Hell House LLC,0,2015-01-01,93,"Horror,Mystery",6.4,17780,nm3192191,nm8559627,actor,"[""Joey""]",Phil Hess,,,actor,tt4267026,Hell House LLC,Horror,Stephen Cognetti
63268,0,tt4530884,/jG5GDIcqiqHXkvINZSjyzBUO2vH.jpg,['US'],144420,Released,['CineTel Films'],['US'],40496,movie,I Spit on Your Grave: Vengeance Is Mine,0,2015-01-01,92,"Horror,Thriller",5.1,14326,nm5189759,nm0571630,actor,"[""Oscar""]",Doug McKeon,1966-01-01,,"actor,director,writer","tt0292459,tt0082846,tt0076993,tt0409838",I Spit on Your Grave 3: Vengeance Is Mine,Horror,R.D. Braunstein
63277,0,tt4126438,/vEWYRhI1Q3AcrnS9MB5zoogo69c.jpg,['GB'],12488,Released,"['Tigerlily Films', 'Cuba Pictures']","['GB', 'GB']",71024,movie,The Ones Below,0,2015-01-01,87,"Drama,Thriller",6.1,10703,nm1016333,nm0943527,editor,unknown,Chris Wyatt,,,"editor,editorial_department,sound_department","tt9051908,tt2614684,tt11169050,tt0480025",London House,Drama,David Farr
63286,38000000,tt4501244,/eezFoKz7bXgdbjeieeCYJFXPKSu.jpg,['US'],118102725,Released,"['21 Laps Entertainment', 'TSG Entertainment', '20th Century Fox', 'Red Hour']","['US', 'US', 'US', 'US']",68580,movie,Why Him?,0,2016-01-01,111,Comedy,6.2,117343,nm0357453,nm0001774,producer,unknown,Ben Stiller,1965-01-01,,"producer,actor,director","tt0942385,tt0359950,tt0196229,tt1608290",The Boyfriend: Pourquoi lui?,Comedy,John Hamburg
63296,0,tt4972062,/f8PuoewhI3qeROdfXSw2Utjf1On.jpg,['US'],4417667,Released,"['The Film Arcade', 'Cold Iron Pictures']","['US', 'US']",83068,movie,Don't Think Twice,0,2016-01-01,92,"Comedy,Drama",6.7,17899,nm1898126,nm1622454,editor,unknown,Geoffrey Richman,,,"editor,editorial_department,cinematographer","tt6866266,tt11280740,tt2101383,tt1645080",Place à l'impro,Comedy,Mike Birbiglia
63305,7000000,tt4025514,/v2PscdczRtYVxiHDGgsNGJNv1AO.jpg,['IT'],0,Released,"['Cattleya', 'La Chouve', 'RAI']","['IT', '', 'IT']",81646,movie,Suburra,0,2015-01-01,130,"Crime,Drama,Thriller",7.4,20879,nm1356588,nm0157692,producer,unknown,Marco Chimenz,,,"producer,executive","tt1648216,tt0418110,tt0326977,tt0120731",Suburra,Crime,Stefano Sollima
63315,0,tt4908644,/kttSZkzoR13kNtZVLmhNsl9oOti.jpg,"['GB', 'US', 'UA']",0,Released,"['Afineevsky - Tolmor Production', 'Campbell Grobman Films', 'Passion Pictures', 'Pray for Ukraine Production', 'Rock Paper Scissors', 'SPN Production', 'UkrStream TV']","['', 'US', 'GB', '', '', '', '']",89167,movie,Winter on Fire: Ukraine's Fight for Freedom,0,2015-01-01,102,"Documentary,History,War",8.3,19763,nm1017958,nm6604597,self,"[""Self - Major Archbishop of Kyiv-Halych""]",His Beatitude Sviatoslav,,,,"tt3797064,tt18363546,tt4908644",Winter on Fire: Ukraine's Fight for Freedom,Documentary,Evgeny Afineevsky
63322,0,tt4181052,/sQPkqwW4qh5fKbSI8V12wc8ZMlJ.jpg,"['CA', 'GB', 'US']",0,Released,"['Bron Studios', 'Creative Wealth Media Finance', 'Unanimous Entertainment']","['CA', 'CA', 'GB']",69747,movie,Special Correspondents,0,2016-01-01,101,Comedy,5.9,25159,nm0315041,nm0584770,writer,unknown,Simon Michaël,1950-01-01,,"writer,actor,producer","tt0111503,tt0210163,tt0402158,tt7380366",Special Correspondents,Comedy,Ricky Gervais
63332,175000000,tt2380307,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,"['MX', 'US']",800526015,Released,"['Pixar', 'Walt Disney Pictures']","['US', 'US']",66421,movie,Coco,0,2017-01-01,105,"Adventure,Animation,Comedy",8.4,526566,"nm0881279,nm2937122",nm0000973,actor,"[""Ernesto de la Cruz""]",Benjamin Bratt,1963-01-01,,"actor,producer,director","tt2380307,tt0106697,tt0212346,tt0181865",Coco,Adventure,Lee Unkrich
63342,25000000,tt1966359,/avRiH6kbsw3Wxi1J7857alb9yyt.jpg,['US'],25601244,Released,"['Alcon Entertainment', 'The Montecito Picture Company', 'DMG Entertainment']","['US', 'US', 'US']",30367,movie,Father Figures,0,2017-01-01,113,"Comedy,Drama",5.5,20346,nm0003394,nm0718645,producer,unknown,Ivan Reitman,1946-01-01,2022-01-01,"producer,miscellaneous,director","tt1193138,tt0105477,tt0087332,tt0082509",Father Figures,Comedy,Lawrence Sher
63352,90000000,tt4776998,/iDWer2VFikupdqDc7d5sxCWZ3gW.jpg,"['ES', 'US']",12448676,Released,"['Babieka Films', 'Wonderful Films', 'Survivor Pictures', 'Open Road Films']","['ES', 'US', '', 'US']",51978,movie,The Promise,0,2016-01-01,133,"Action,Adventure,Drama",6.0,177046,nm0313623,nm0001189,composer,unknown,Gabriel Yared,1949-01-01,,"composer,music_department,soundtrack","tt0120632,tt0159365,tt0116209,tt0134119",La promesse,Action,Terry George
63362,490000,tt4432480,/jvE6k9noK4BaU2F1GBhVe7vvjcI.jpg,['IN'],5000000,Released,[],[],87690,movie,RangiTaranga,0,2015-01-01,149,"Mystery,Thriller",8.2,14575,nm4093647,nm7111158,actor,"[""Gautam Suvarna""]",Nirup Bhandari,1984-01-01,,actor,"tt12593572,tt4432480,tt12015102,tt7050870",Rangitaranga: Une vague colorée,Mystery,Anup Bhandari
63370,5400000,tt4600952,/qQB4RKFeUMqLBiMdwMbpgdePBeO.jpg,['RU'],4803565,Released,"['Renovatio Entertainment', 'Enjoy Movies', 'Big Cinema House']","['RU', 'RU', 'RU']",88896,movie,The Guardians,0,2017-01-01,89,"Action,Adventure,Comedy",4.0,14042,nm3550361,nm4928989,producer,unknown,Vladimir Polyakov,,,producer,"tt2923316,tt6087226,tt4600952,tt2490326",Guardians,Action,Sarik Andreasyan
63380,60000000,tt4758646,/bU2Q2rCH5VFrJNKSyx6wSmQZFsX.jpg,['US'],0,Released,['Plan B Entertainment'],['US'],64528,movie,War Machine,0,2017-01-01,122,"Comedy,Drama,War",6.0,48138,nm2391575,nm0000093,actor,"[""Glen McMahon""]",Brad Pitt,1963-01-01,,"producer,actor,soundtrack","tt1210166,tt2935510,tt0114746,tt0356910",War Machine,Comedy,David Michôd
63390,0,tt4935334,/lW7ulgzZE2lILFOGovXhnNfG0np.jpg,['US'],23665,Released,['Willowbrook Regent Films'],[''],85350,movie,Southbound,0,2015-01-01,89,Horror,5.9,20311,"nm1671066,nm2366012,nm1410159,nm2419470,nm1767139,nm2301412,nm4761826,nm2318753",nm1410159,director,unknown,David Bruckner,,,"director,producer,writer","tt2105044,tt9731534,tt4935334,tt5638642",666 Road,Horror,Roxanne Benjamin
